race_number,horse_number,horse_name,jockey,trainer,morning_line,early_speed,late_speed,dirt_starts,dirt_wins,synth_starts,synth_wins,turf_starts,turf_wins,distance_starts,distance_wins,hist1_date,hist1_type,hist1_class,hist1_beyer,hist1_first_call,hist1_last_call,hist2_date,hist2_type,hist2_class,hist2_beyer,hist2_first_call,hist2_last_call,hist3_date,hist3_type,hist3_class,hist3_beyer,hist3_first_call,hist3_last_call,hist4_date,hist4_type,hist4_class,hist4_beyer,hist4_first_call,hist4_last_call,hist5_date,hist5_type,hist5_class,hist5_beyer,hist5_first_call,hist5_last_call,hist6_date,hist6_type,hist6_class,hist6_beyer,hist6_first_call,hist6_last_call,hist7_date,hist7_type,hist7_class,hist7_beyer,hist7_first_call,hist7_last_call,hist8_date,hist8_type,hist8_class,hist8_beyer,hist8_first_call,hist8_last_call,hist9_date,hist9_type,hist9_class,hist9_beyer,hist9_first_call,hist9_last_call,hist10_date,hist10_type,hist10_class,hist10_beyer,hist10_first_call,hist10_last_call,hist11_date,hist11_type,hist11_class,hist11_beyer,hist11_first_call,hist11_last_call,hist12_date,hist12_type,hist12_class,hist12_beyer,hist12_first_call,hist12_last_call
7,11,BoldDiscovery,ARRIETAF,Shaffer Sarah,20-1,75.0,97.0,1,0,1.0,0.0,16,3,0,0,30Nov25,1^0.125(T),3(older)(OC)80k/N2X,63,5^1.75,9^16.25,18Oct25,7fC,3(older)(Clm)c-40000,53,7,7^18.75,11Sept25,1^0.0625(T)(C),3(older)(OC)80k/N2X,80,10^9,7^4.25,1Aug25,1^0.0625(T),3(older)OC40k/SAL20k,70,6^7.5,7^9.5,19Oct24,1^0.0625(T),3(older)(Alw)128254N3X,73,9^7,10^13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,TrebleClef,TORRESCA,Casse Norm,20-1,69.0,94.0,14,2,0.0,0.0,1,0,3,0,12Nov25,1^0.0625,3(older)(OC)80k/N2X,66,5^3,8^14.75,28Sept25,1^0.125(s),3(older)BtteryPrkB200k,72,5^4.5,5^14.25,16May25,1(C),3(older)(OC)25k/C-N,65,5^2,4^4.5,23Apr25,1^70,3(older)(OC)25k/C-N,73,5^4.5,3^9.75,18Mar25,1,4(older)(OC)100k/NC-N,79,7^4,6^7.5,13Jan25,1^70,4(older)(OC)50k/N2X-N,74,7^3.25,4^3.5,12Dec24,1^0.125C,3(older)(OC)62k/N2X-N,80,6^7,6^15,20Nov24,1^70,3(older)(OC)40k/N2X-N,83,3^2.5,3^4.25,22Oct24,1^70(c),3(older)(OC)40k/N2X-N,86,7^7.25,4^3.5,21Sept24,1¶,3(older)GrnwdCp-G3,85,7^7.75,3^15,17July24,1^70,3(older)(OC)40k/N2X-N,68,3^3,4^7.5,,,,,,
7,13,Rebelious,DELACRUZW,Contreras Cipriano,20-1,96.0,81.0,3,1,6.0,1.0,0,0,3,1,28May25,1^70,3(older)(OC)25k/N1X-N,68,3^1.5,2^3.25,18Apr25,1,3(older)(Clm)25000N3L,79,2^(head),1^1.75,4Apr25,1^0.0625S,3(older)(Clm)25000N3L,73,6^1.75,3^4.25,24Feb25,1,4(older)(Clm)40000(40-35)N3L,72,12^9.25,4^6.75,17Jan25,1^0.0625,4(older)(Clm)c-(35-30)N3L,61,10^4.75,8^10,14Dec24,1^0.0625,3(older)(Clm)30000(35-30)N2L,73,6^4,1^1.25,20Oct24,1^0.0625(A),3(older)(Clm)23500(25-23.5)N2L,69,9^5.25,2^1,11Oct24,1^0.0625(A),3(older)(OC)40k/N2L,42,6^2.75,8^1,1Sept24,1^0.0625(A)(s),3(older)(OC)40k/N2L,78,2^(head),3^4,20July24,1^0.0625(A)(s),3(older)(OC)40k/N2L,68,4^5.5,2^2.25,23June24,1^0.0625(A)(C),Moc 40000(C),69,7^2.75,1^0.50,24May24,6f(A),Moc 40000(C),37,7,5^9.75
8,1,InJustMyHeels,ROMANEA,Moquett Ronald,6-1,71.0,101.0,16,4,0.0,0.0,0,0,13,3,27Nov25,1^0.125,3(older)(fillie)FallCty-G3,75,8^6,7^1,27Sept25,1^0.0625,3(older)(fillie)(OC)100k/C-N,85,8^4.75,2^1.5,21June25,1^0.125C,3(older)(fillie)LdyJcqlneL250k,64,7^4.25,7^11,31May25,1^0.0625C,4(older)(fillie)Shawnee-G3,77,9^11,7^12,26Apr25,1(c),4(older)(fillie)DigADimndB200k,82,7^4.25,3^6.25,28Mar25,1^0.0625,4(older)(fillie)ËLapatourlB145k,76,4^1.5,2^2.25,23Feb25,1^0.0625(s),4(older)(fillie)ËTrivistaB145k,71,10^7,5^7.5,2Feb25,1^0.0625(c),4(older)(fillie)(OC)62k/N2X-N,86,6^11,1^2.5,5Jan25,1(c),4(older)(fillie)(Alw)130000N1X,76,7^6,1^0.75,15Dec24,1^0.0625C,3(older)(fillie)(Alw)130000N1X,73,2^1,2^1.25,5Nov24,1,3(older)(fillie)(OC)50k/N2X-N,81,2^1,1^5.75,5Aug24,1^0.0625S,3(older)(fillie)(Alw)30600N2L,75,2^1,1^3
8,2,QueenAzteca,VAZQUEZRA,Brisset Rodolphe,10-1,108.0,81.0,6,2,0.0,0.0,2,0,0,0,8Nov25,1^0.125C,(fillie)MthrGoos-G2,78,1^0.50,6^8.25,16Aug25,12,(fillie)Alabama-G1,73,5^4.5,^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,Corningstone,BEALMEARJC,McPeek Kenneth,2-1,100.0,82.0,24,7,0.0,0.0,2,0,19,6,27Nov25,1^0.125,3(older)(fillie)FallCty-G3,91,2^1,2^2,29Oct25,1^0.0625(c),3(older)(fillie)(state)FrebllBbyH55k,80,8^12,1^2.5,1Oct25,1^0.0625,3(older)(fillie)(state)PiediBchHB150k,80,5^6,1^2.25,13Sept25,1^0.0625C,3(older)(fillie)LcstGrv-G2,82,2^1,5^9.25,4July25,1^0.0625,3(older)(fillie)IaDistaffB98k,78,2^1.5,3^2.25,31May25,1^0.0625C,4(older)(fillie)Shawnee-G3,85,5^2.5,4^7.5,8Feb25,1^0.0625S,4(older)(fillie)Bayakoa-G3,74,5^4.5,5^6,19Jan25,1^0.0625(s),4(older)(fillie)PippinL150k,78,1^1,1^1,14Dec24,1,3(older)(fillie)MistletoeB150k,85,3^2.5,1^4.25,2Oct24,1^0.0625,3(older)(fillie)(state)CardnalHB150k,76,7^4.5,3^1.25,14Sept24,1^0.0625(c),3(older)(fillie)LcstGrv-G2,84,6^3,2^3.25,22June24,1^0.125,3(older)(fillie)LdyJcqlneL250k,81,4^1.5,3^9.5
8,4,Peignoir,TORRESCA,Brisset Rodolphe,4-1,100.0,85.0,10,2,0.0,0.0,1,0,5,1,21June25,1^0.125C,3(older)(fillie)LdyJcqlneL250k,80,4^2.5,2^(nose),16May25,1^0.125,3(older)(fillie)ADuPontL125k,85,2^1.5,4^6.25,7Apr25,1^0.0625(X)(S),4(older)(fillie)(Alw)135800N3X,93,1^1.5,1^7.25,23Feb25,1^0.0625(s),4(older)(fillie)ËTrivistaB145k,72,1^1,3^6.5,11Jan25,1^0.0625,4(older)(fillie)WaywrdLssB77k,83,3^1,2^1.25,28Nov24,1^0.125,3(older)(fillie)FallCty-G3,73,2^1,7^14.75,8Nov24,1^0.125(c),3(older)(fillie)(OC)80k/N2X-N,81,3^2,1^(neck),17Oct24,1^0.125,3(older)(fillie)(Alw)110000N1X,82,1^1.5,1^3,20Sept24,1^0.0625(c),3(older)(fillie)(Alw)128215N1X,75,4^2.5,3^1,5Aug24,1(T),3(older)(fillie)(Alw)73000N1X,76,1^1.5,3^1.75,5July24,7f(C),(fillie)(Alw)73000N2L,51,3,8^17,10Nov23,1,(fillie)(OC)100k/ N1X-N,71,1^(head),2^9
8,5,Reagan'sFlame,ARRIETAF,Schultz Lindsay,8-1,90.0,80.0,7,2,0.0,0.0,8,2,1,0,8Nov25,1^0.0625(T),3(older)(fillie)(OC)100k/N3X-N,85,3^1,2^1,9Oct25,1^0.0625(T),3(older)(fillie)(Alw)127650N2X,85,3^1,1^0.75,7Sept25,7f(T),3(older)(fillie)(OC)80k/N2X,82,1,2^0.75,30Aug25,6^0.50f(T),3(older)(fillie)(OC)80k/N2X,75,3,6^3.5,3Aug25,6f,3(older)(fillie)(OC)50k/N$Y-N,50,5,^3,31May25,6f,3(older)(fillie)Rehoboth96k,55,3,6^14.75,29Nov24,1^0.0625,3(older)(fillie)(OC)80k/N2X-N,82,1^1,2^0.75,6Nov24,6f,(fillie)(OC)125k/N2X,70,1,4^4.25,21Sept24,7f,(fillie)Dogwood-G3,65,5,7^1,24Aug24,6f,3(older)(fillie)(Alw)73000N1X,79,1,1^2.25,29July24,6f,(fillie)(Alw)50000s N1X,80,4,1^1.75,28June24,7f,(fillie)(Alw)50000s N1X,73,7,2^4
8,6,Standoutsensation,SAEZL,Amoss Thomas,9-5,99.0,84.0,14,4,1.0,0.0,3,0,11,2,2Nov25,1^0.125,3(older)(fillie)TnbkAlrmL145k,85,2^0.50,1^1.25,27Sept25,1^0.0625,3(older)(fillie)(OC)100k/C-N,87,2^0.50,1^1.5,20July25,1^0.125,3(older)(fillie)(OC)75k/N2X-N,85,2^1,1^2.5,13June25,1^0.0625(c),3(older)(fillie)(OC)80k/N2X-N,81,3^1.5,2^0.75,27Apr25,1,3(older)(fillie)(Alw)130000N2L,85,2^0.50,1^9,15Mar25,1^0.0625,4(older)(fillie)(OC)35k/N1X-N,83,4^2,2^12.25,15Feb25,1^0.0625,4(older)(fillie)(Alw)130000N1X,67,2^1.5,4^10,17Jan25,1^0.125,4(older)(fillie)(Alw)130000N2L,78,2^1,2^7.25,20Dec24,1^0.0625,3(older)(fillie)(Alw)130000N2L,80,1^1,2^0.75,21Nov24,1,3(older)(fillie)(Clm)80000N2L,79,1^0.50,2^1.5,3Nov24,1^0.0625(T),3(older)(fillie)(Alw)130642N1X,74,8^4.25,6^3.75,22Aug24,1^0.125S,3(older)(fillie)(OC)50k/N1X-N,51,4^2,5^21
9,2,Drewvictory,TORRESJA,Briley Lonnie,15-1,90.0,59.0,2,2,0.0,0.0,0,0,2,1,6June25,6^0.50f(s),3(older)(OC)50k/N2L-N,72,1,1^2,25Apr25,6fS,3(older)(Md)(Sp)(Wt)29k,71,3,1^6,29Mar25,6f,(Md)(Sp)(Wt)110k,66,6,6^5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,Heavenlyconveyance,CARMONAS,Tranquilino Santiago,30-1,88.0,70.0,9,2,0.0,0.0,1,0,9,2,13Dec25,6f,3(older)(Alw)50000sN3L,67,3,5^11,20Sept25,7f,3(older)(Alw)24200C,71,4,2^6.5,6Sept25,6f(C),3(older)(state)MnSprntB50k,76,2,3^2.25,23Aug25,6f(C),3(older)(state)(Alw)29000N1X,65,3,1^5.25,27July25,6f,3(older)(state)(Alw)29000C,77,6,2^0.50,2July25,6f(S),3(older)(state)(Alw)29000N1X,63,3,3^6.5,8June25,5^0.50fS,3(older)(state)(Alw)28500N2L,63,4,2^2,25May25,6f,3(older)(state)(Md)(Sp)(Wt)28k,65,3,1^1.75,27Apr25,6f,3(older)(Md)50000(50-40),55,1,5^3.25,12Apr25,6f,3(older)(Md)(Sp)(Wt)110k,59,5,7^10,28Sept24,6f,3(older)(state)(Md)(Sp)(Wt)33k,58,10,2^2.25,14Sept24,5f(T),3(older)(Md)(Sp)(Wt)29k,13,8,7^17.50
9,4,SpeedKing,SAEZL,Moquett Ronald,5-2,106.0,82.0,7,2,0.0,0.0,0,0,1,1,8Nov25,6^0.50f(C),(OC)125k/N2X-N,74,1,4^10,29June25,7f,MaxfieldL239k,74,9,5^11.25,29Mar25,1^0.125C,ArkDerby-G1,63,1^(head),6^24.75,23Feb25,1^0.0625,Rebel-G2,67,4^2.5,10^15,25Jan25,1^0.0625(c),Southwst-G3,93,1^1,1^1,13Dec24,1,SprngbdMiL300k,84,1^1,2^0.50,1Nov24,6f,(Md)(Sp)(Wt)123k,82,7,1^2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,FrackBaby,CEDILLOA,Compton Greg,15-1,78.0,76.0,6,2,0.0,0.0,0,0,4,2,3Dec25,5^0.50f(c),3(older)(Alw)40000N3L,74,5,3^3.25,1Oct25,6f,3(older)(OC)50k/C-N,72,7,1^1.5,13Aug25,6f,(Alw)72000N2L,76,6,4^1,18July25,6f,3(older)(Md)(Sp)(Wt)43k,78,6,1^6.75,17Jan25,1,Moc 100000 N,49,4^3.5,5^18.75,7Dec24,6f,^3 (Md)(Sp)(Wt)75k,62,9,2^4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6,SecuredLender,TORRESCA,Maker Michael,8-1,79.0,85.0,6,2,0.0,0.0,2,0,2,1,27Nov25,6f,3(older)(Alw)50000sN1X,68,7,5^7.25,23Oct25,6f(s),3(older)(Clm)v-50000N2L,86,3,1^2.75,17Aug25,7f,3(older)(Md)c-35000,76,3,1^1.75,13July25,1^0.125(s),3(older)(Md)(Sp)(Wt)97k,75,2^(head),4^10,7June25,7f,3(older)(Md)(Sp)(Wt)100k,80,5,3^6.5,13Apr25,7f,3(older)(Md)100000,81,6,2^1,1Jan25,1(s),4(older)(Md)(Sp)(Wt)77k,67,1^1.5,4^11.75,10Oct24,1^0.125(T),3(older)(Md)(Sp)(Wt)81k,68,6^3.25,9^4.75,7Sept24,1(T)(C),3(older)(Md)(Sp)(Wt)132k,52,6^4.75,10^10,10Aug24,7f,3(older)(Md)(Sp)(Wt)71k,51,7,7^16.75,,,,,,,,,,,,
9,6,Suncroft,BEJARANOR,Jacobson David,10-1,120.0,44.0,5,0,2.0,1.0,1,0,3,0,30Nov25,6f,3(older)(Clm)50000B,76,3,3^4.5,20Nov25,6f,3(older)(Clm)62500,74,1,5^2.75,22Aug25,4^0.50f,3(older)(Alw)32800N3X,78,1,AcostaJD,10Aug25,5^0.50f(T),3(older)(OC)50k/N$Y-N,70,3,6^4.5,23Feb25,7f,4(older)(OC)32k/N2X-N,78,1,2^1.75,12Jan25,7f,4(older)(OC)62k/N2X-N,51,2,6^20.50,8June24,7f,3(older)(OC)80k/N2X-N,91,3,3^3.5,12Apr24,7f(c),4(older)(Alw)106220N2L,93,7,1^1,23Feb24,6f(A),3(older)(OC)25k/N1X-N,86,7,2^3.75,23Dec23,6^0.50f(A),3(older)(Md)(Sp)(Wt)69k,91,6,1^8.5,,,,,,,,,,,,
9,7,CoachJimiD,ROSADOJ,DiVito James,3-1,74.0,91.0,9,2,0.0,0.0,1,0,4,1,3July25,6^0.50f,3(older)(OC)50k/N$Y-N,67,3,5^8.25,12June25,7^0.50f,3(older)(OC)80k/N2X-N,87,5,3^3.75,18Apr25,6f,3(older)(Alw)130000N2L,91,3,1^0.50,21July24,1^70(C),3(older)(Alw)33000N1X,74,6^8,2^1,9June24,1^70,3(older)(Alw)33240N1X,80,2^0.50,2^1.25,18May24,1^70(X),3(older)(Md)(Sp)(Wt)32k,69,7^8.25,1^7,5May24,1(C),3(older)(Md)(Sp)(Wt)115k,68,5^4,3^15,14Apr24,6f,(Md)(Sp)(Wt)115k,70,4,6^5,30Mar24,6f,(Md)(Sp)(Wt)120k,72,1,4^4,8Mar24,6f,(Md)(Sp)(Wt)115k,76,6,2^1,12Aug23,7f,(Md)(Sp)(Wt)39k,77,3,2^1.5,30July23,5^0.50f(T),^3 (Md)(Sp)(Wt)39k,54,5,4^2.75
9,8,Hailstorm,VAZQUEZRA,Jacobson David,6-1,70.0,96.0,15,2,0.0,0.0,0,0,10,2,22Oct25,6f,3(older)(OC)80k/N2X-N,82,6,5^2.5,23Aug25,6^0.50f,3(older)(OC)50k/N$Y-N,85,6,2^(head),1May25,6^0.50f(C),3(older)(Clm)50000B,74,6,2^2.25,14Mar25,6f,4(older)(Clm)35000(35-30)N3L,68,6,5^5.75,16Feb25,6f,3(older)(Alw)35000N2X,73,6,4^4.25,4Jan25,6f(c),4(older)(Alw)130000N1X,67,12,7^9,1Dec24,6^0.50f,(OC)125k/N2X-N,65,2,5^9.25,8Oct24,6f,3(older)(Alw)34000N2L,79,5,1^4.5,17Sept24,5^0.50f,3(older)(Alw)34000N2L,71,3,3^6,4Aug24,6^0.50f,3(older)(Alw)72380N1X,74,5,3^5.75,23June24,6f(S),(OC)100k/N1X-N,81,7,4^4,1June24,6f,3(older)(Md)100000,78,2,1^0.75
9,8,PerfectForce,ASMUSSENE,Asmussen Steven,20-1,85.0,79.0,13,2,0.0,0.0,0,0,7,2,8Nov25,6^0.50f(C),(OC)125k/N2X-N,72,6,5^10,14Sept25,6f(c),(OC)125k/N2X-N,70,6,7^9,23Aug25,6^0.50f,3(older)(OC)50k/N$Y-N,76,1,3^4.25,17May25,6f(c),ChickLangL150k,73,1,6^6,3May25,1,PDayMile-G2,79,8^3.5,5^10,30Mar25,1,HtSprngs200k,90,5^3.25,3^6.25,21Mar25,6f,(OC)200k/ N1X-N,86,4,1^3.25,2Mar25,6f,3(older)(Md)(Sp)(Wt)110k,87,3,1^2.25,1Dec24,1,(Md)(Sp)(Wt)118k,55,10^4.25,6^11.75,1Nov24,7f,(Md)(Sp)(Wt)118k,69,7,3^4.25,9Oct24,1^0.0625,(Md)(Sp)(Wt)100k,48,11^6.5,10^1,12Sept24,6f,(Md)(Sp)(Wt)123k,66,7,5^3
